eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,ncasualities,date
202102010018,2021,2,1,,0,,182,Somalia,11,Sub-Saharan Africa,Bay,Baidoa,3.115641,43.646581,1,0,,"02/01/2021: Assailants attacked the residence of Ali Hassan Doyow, a militia group commander, in Baidoa, Bay, Somalia. Doyow was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,1,0,,,0.0,1,0,1,Assassination,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Unknown,Residence of Militia Commander: Ali Hassan Doyow,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Terrorism Digest: 2-3 Feb 21,"" BBC Monitoring, February 3, 2021.",,,START Primary Collection,0,0,0,0,,1.0,02/01/2021
202102020005,2021,2,2,,0,,182,Somalia,11,Sub-Saharan Africa,Galguduud,Dhusamareb,5.537022,46.389051,1,0,,"02/02/2021: Assailants fired mortar shells on the regional presidential palace in Dhusamareb, Galguduud, Somalia. This was one of three related mortar attacks on Dhusamareb on this date, when the Somali President was in the city to meet with regional leaders to resolve an electoral dispute. At least four civilians were injured as a result of the attacks. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government of Somalia,Presidential Palace,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,-99,1,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Ten mortar shells were used in this and two other related attacks.,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Casualties represent a division of the total number of casualties across incidents 202102020005, 202102020006, and 202102020007.","""Somali Militants Launch Mortar Attack on Compound Containing Pres ..,"" PakistanPoint.com, February 2, 2021.","""BBCM Africa Watchlist for 2 February,"" African media, February 2, 2021.","""Somali army seizes senior militant in central region,"" Somali National TV, February 5, 2021.",START Primary Collection,0,0,0,0,"202102020005, 202102020006, 202102020007",2.0,02/02/2021
202102020006,2021,2,2,,0,,182,Somalia,11,Sub-Saharan Africa,Galguduud,Dhusamareb,5.537022,46.389051,1,0,,"02/02/2021: Assailants fired mortar shells on the main Somali Police Force (SPF) station in Dhusamareb, Galguduud, Somalia. This was one of three related mortar attacks on Dhusamareb on this date, when the Somali President was in the city to meet with regional leaders to resolve an electoral dispute. At least four civilians were injured as a result of the attacks. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Somali Police Force (SPF),Station,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,-99,1,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Ten mortar shells were used in this and two other related attacks.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Casualties represent a division of the total number of casualties across incidents 202102020005, 202102020006, and 202102020007.","""Somali Militants Launch Mortar Attack on Compound Containing Pres ..,"" PakistanPoint.com, February 2, 2021.","""BBCM Africa Watchlist for 2 February,"" African media, February 2, 2021.","""Somali army seizes senior militant in central region,"" Somali National TV, February 5, 2021.",START Primary Collection,0,0,0,0,"202102020005, 202102020006, 202102020007",1.0,02/02/2021
202102020038,2021,2,2,,0,,182,Somalia,11,Sub-Saharan Africa,Galguduud,Dhusamareb,5.537022,46.389051,1,0,,"02/02/2021: An explosive device detonated targeting a military vehicle in Dhusamareb, Galguduud, Somalia. Two soldiers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Somali Armed Forces (SAF),Military Vehicle,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,Vehicle damaged,0,,,,,,,,,,,,,,,,,"""Somalia.- Four policemen wounded in mortar shell attack on Somalia president,"" CE Noticias Financieras English, February 2, 2021.",,,START Primary Collection,0,0,0,0,,2.0,02/02/2021
202102040017,2021,2,4,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,War Maxan,2.398135,45.018703,1,0,,"02/04/2021: Assailants attacked War Maxan, Lower Shebelle, Somalia. At least three soldiers were killed and an unknown number were injured. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,War Maxan Town,Town,182.0,Somalia,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Soldiers,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,3.0,0.0,0.0,,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Somalia: Al-Shabaab militants capture Warmahan town,"" WardheerNews, February 4, 2021.",,,START Primary Collection,0,0,0,0,,,02/04/2021
202102060009,2021,2,7,,0,,182,Somalia,11,Sub-Saharan Africa,Galguduud,Ceel Dheere,5.369456,46.19144,1,0,,"02/07/2021: An explosive device detonated targeting the vehicle of the head of the National Intelligence and Security Agency (NISA), Abdirashid Abdunur, in Ceel Dheere, Galguduud, Somalia. Abdunur and at least seven other soldiers were killed in the attack and at least two others were injured. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),20.0,Intelligence,National Intelligence and Security Agency (NISA),Head: Abdirashid Abdunur,182.0,Somalia,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Soldiers,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A roadside landmine was used in the attack.,8.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicle damaged,0,,,,,,,,,,,,,,,,"Casualties conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""8 soldiers dead in Somalia bombing claimed by Al Shabaab,"" Jordan Times, February 7, 2021.","""BBCM Africa Watchlist for 8 February,"" African media, February 8, 2021.","""Bomb blast kills at least 12 in central Somalia,"" Yeni Safak, February 7, 2021.",START Primary Collection,0,0,0,0,,10.0,02/07/2021
202102060029,2021,2,6,,0,,182,Somalia,11,Sub-Saharan Africa,Bay,Baidoa,3.115641,43.646581,1,0,,"02/06/2021: Assailants threw a grenade targeting the home of Custodial Police Commander, Mahad Abdirahman Adanin, in Baidoa, Bay, Somalia. Adanin was unharmed, but one person was killed and at least two others were injured. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",1,1,1,0,,,0.0,0,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Somali Police Force (SPF),Commander: Mahad Abdirahman Adanin,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,1,,,0,2,0,0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Casualties conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""2 killed, 5 injured in 2 separate attacks in Somalia,"" Radio Dalsan, February 7, 2021.",,,START Primary Collection,0,0,0,0,,3.0,02/06/2021
202102070046,2021,2,7,,0,,182,Somalia,11,Sub-Saharan Africa,Galguduud,Dhusamareb,5.537022,46.389051,1,0,,"02/07/2021: Assailants attacked a military base in Dhusamareb, Galguduud, Somalia. Eight assailants were killed and five others were wounded. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali Armed Forces (SAF),Base,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,8.0,0.0,8.0,5.0,0.0,5.0,1,4.0,Unknown,-99.0,Military equipment damaged,0,,,,,,,,,,,,,,,,,"""Eight Shabaab militants killed in central Somalia,"" NAM News Network, February 7, 2021.",,,START Primary Collection,0,0,0,0,,13.0,02/07/2021
202102080025,2021,2,8,,0,,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Balcad,2.359127,45.383671,1,0,,"02/08/2021: Assailants attacked an African Union Mission in Somalia (AMISOM) base in Balcad, Middle Shebelle, Somalia. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,African Union Mission in Somalia (AMISOM),Base,422.0,International,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Forward Operating Base Damaged,0,,,,,,,,,,,,,,,,,"""Al-Shabaab targets AU troops' base in Somalia,"" Radio Garowe, February 9, 2021.",,,START Primary Collection,0,1,1,1,,0.0,02/08/2021
202102130006,2021,2,13,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred near Sayidka Junction.,"02/13/2021: A suicide bomber detonated an explosives-laden vehicle at a police checkpoint near the Parliament building in Mogadishu, Banaadir, Somalia. In addition to the assailant, at least two people were killed and at least seven people were injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,,,,,3,Police,24.0,Police Checkpoint,Somali Police Force (SPF),Checkpoint,182.0,Somalia,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,1,0,1,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives-laden Toyota Noah was used in the attack.,3.0,0.0,1.0,7.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"8 cars, 9 tuk-tuks (motorized rickshaws), and buildings damaged",0,,,,,,,,,,,,,,,,"Casualties conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Three killed in Mogadishu car bomb,"" Jordan Times, February 13, 2021.","""Car bomb explodes outside Somali parliament HQs in Mogadishu,"" Radio Garowe, February 13, 2021.","""Suicide car bombing kills 2 in Somali capital,"" Anadolu Agency (AA), February 13, 2021.",START Primary Collection,0,0,0,0,,10.0,02/13/2021
202102140010,2021,2,14,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Daynile neighborhood.,"02/14/2021: Assailants opened fire on a group of women in Daynile neighborhood, Mogadishu, Banaadir, Somalia. Three women were killed, and two others were injured as a result of the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab, and posited that the women, who worked as support staff at the Somali Ministry of Defense, were targeted in order to provoke authorities.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Daynile Neighborhood,Neighborhood,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,"The specific motive is unknown; however, sources posited the women, who worked as support staff at the Somali Ministry of Defense, were targeted in order to provoke authorities.",0,,,0,-99,0,0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistols were used in the attack.,3.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Suspected terrorists kill pregnant women in Somali capital,"" Vanguard, February 14, 2021.","""Suspected Al-Shabaab gunmen kill pregnant women in Somalia,"" Radio Garowe, February 14, 2021.","""Gunmen Kill Three Women in Somali Capital,"" Shabelle Media Network (Mogadishu), February 14, 2021.",START Primary Collection,0,0,0,0,,5.0,02/14/2021
202102170013,2021,2,17,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Hawl Wadag neighborhood.,"02/17/2021: Assailants shot and killed Abdikadir Mohamed Hassan, a photographer who worked with the Somali Correctional Forces, in Hawl Wadag neighborhood, Mogadishu, Banaadir, Somalia. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Not Applicable,Photographer: Abdikadir Mohamed Hassan,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Terrorism Digest: 17-18 Feb 21,"" BBC Monitoring, February 18, 2021.",,,START Primary Collection,0,0,0,0,,1.0,02/17/2021
202102280007,2021,2,28,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,"The incident occurred on Abdikasim road, at the KM4 intersection in Hodan neighborhood.","02/28/2021: An explosive device detonated targeting the convoy of General Abbas Amin Ali along Abdikasim road in Mogadishu, Banaadir, Somalia. Ali, the deputy chief of the Somali National Army (SNA), was not harmed, but at least three people were killed and an unknown number of people were injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,1,Assassination,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Somali National Army (SNA),Convoy of Deputy Chief: Abbas Amin Ali,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A roadside landmine was used in the attack.,3.0,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicle damaged,0,,,,,,,,,,,,,,,,"Casualties conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Roadside bomb kills 3 in Somali capital Mogadishu,"" The Nation Pakistan, February 28, 2021.","""Two separate attacks target SNA deputy, district commissioner in Mogadishu,"" Hiiraan Online, February 28, 2021.","""Deadly twin explosions strike Somali capital,"" TRT World, February 28, 2021.",START Primary Collection,0,0,0,0,,,02/28/2021
202102280008,2021,2,28,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Daarul Salaam,2.135504,45.319306,1,0,,"02/28/2021: An explosive device detonated targeting the convoy of Yaqshid district commissioner Ahmed Abdullahi Ariif in Daarul Salaam, Mogadishu district, Banaadir, Somalia. There were no reported casualties in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Yaqshid District,Convoy of Commissioner: Ahmed Abdullahi Ariif,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A roadside landmine was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0,,,,,,,,,,,,,,,,,"""Two separate attacks target SNA deputy, district commissioner in Mogadishu,"" Hiiraan Online, February 28, 2021.","""Deadly twin explosions strike Somali capital,"" TRT World, February 28, 2021.","""District Commissioner Survives Bomb Blast in Mogadushu,"" AllAfrica Web Publications (English) UNASSIGNED, February 28, 2021.",START Primary Collection,0,0,0,0,,0.0,02/28/2021
202102280009,2021,2,28,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,,"02/28/2021: Assailants opened fire targeting agents of the National Intelligence and Security Agency (NISA) at the Bakara market, Mogadishu, Banaadir, Somalia. Three agents were killed in the attack. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),20.0,Intelligence,National Intelligence and Security Agency (NISA),Agents,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistols were used in the attack.,3.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Al-Shabab kills three Somali intelligence agents in capital,"" Radio Kulmiye, February 28, 2021.",,,START Primary Collection,0,0,0,0,,3.0,02/28/2021
202103010009,2021,3,1,,0,,182,Somalia,11,Sub-Saharan Africa,Mudug,Galkayo,6.774396,47.429032,1,0,,"03/01/2021: Assailants shot and killed a journalist in Galkayo, Mudug, Somalia. Al-Shabaab claimed responsibility for the incident and said that the attack was carried out because the group believed the journalist to be a ""spy and member of the plain-clothed security forces."" Sources also noted that the victim's radio programs heavily criticized Al-Shabaab and that he had been receiving death threats.",1,1,1,0,,,0.0,1,0,1,Assassination,,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Daljir,Journalist: Jamal Farah Adan,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,"Al-Shabaab claimed responsibility for the incident and said that the attack was carried out because the group believed the journalist to be a ""spy and member of the plain-clothed security forces."" Sources also noted that the victim's radio programs heavily criticized Al-Shabaab and that he previously received death threats.",0,,,0,2,0,1,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistols were used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Prominent journalist shot dead outside restaurant in Somalia,"" Deutsche Presse-Agentur, March 1, 2021.","""Somalia: Journalist killed in targeted attack in Puntland state,"" Impact News Service, March 3, 2021.","""Al-Shabab claims killing journalist in central Somalia,"" Radio Andalus, March 3, 2021.",START Primary Collection,0,0,0,0,,1.0,03/01/2021
202103050007,2021,3,5,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Xamar Jabjab neighborhood.,"03/05/2021: A suicide bomber detonated an explosives-laden vehicle targeting Lul Yemeni restaurant in Xamar Jabjab neighborhood, Mogadishu, Banaadir, Somalia. In addition to the assailant, at least 20 civilians were killed and at least 30 others were injured in the blast. Al-Shabaab claimed responsibility for the attack and said the group targeted the restaurant because they believed there to be a gathering of ""apostate"" security officials at that time.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,2.0,Armed Assault,,,1,Business,2.0,Restaurant/Bar/Café,Lul Yemeni,Restaurant,182.0,Somalia,4.0,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Security Forces,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,"Al-Shabaab claimed responsibility for the attack and said the group targeted the restaurant because they believed there to be a gathering of ""apostate"" security officials at that time.",0,,,0,1,0,1,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,An explosives-laden rickshaw was used in the attack.,21.0,0.0,1.0,30.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Multiple buildings damaged,0,,,,,,,,,,,,,,,,,"""Rickshaw bomb kills at least 10 people in Mogadishu,"" France24, March 6, 2021.","""Somalia: Suicide car bombing kills 20 in Mogadishu,"" Muslim News, March 6, 2021.","""Car Bomb Kills 25 in Somalia,"" Latin American Herald Tribune, March 6, 2021.",START Primary Collection,0,0,0,0,,51.0,03/05/2021
202103050011,2021,3,4,,0,,182,Somalia,11,Sub-Saharan Africa,Bari,Bosaso,11.274795,49.179656,1,0,,"03/04/2021: Assailants attacked a prison in Bosaso, Bari, Somalia. At least eight security forces were killed and several others were injured. Al-Shabaab claimed responsibility for the incident and said that at least 400 prisoners escaped, though other sources suggested the number was smaller.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,3,Police,26.0,Prison/Jail,Corrections Corps,Puntland Prison,182.0,Somalia,3.0,Police,25.0,Police Security Forces/Officers,Somali Police Force (SPF),Officers,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,75,0,1,8.0,Personal claim,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,5.0,Firearms,5.0,Unknown Gun Type,8.0,Incendiary,18.0,Arson/Fire,,,,,,8.0,0.0,,,0.0,,1,3.0,Minor (likely < $1 million),-99.0,Prison and car damaged,0,,,,,,,,,,,,,,,,,"""Al-Shabaab gunmen attack Puntland prison holding Extremists,"" Radio Garowe, March 5, 2021.","""Somalia.- Al Shabaab claims to have released hundreds of prisoners in an attack on a prison in northern Somalia,"" CE Noticias Financieras English, March 5, 2021.","""Al Shabaab militants storm Somali jail, seven soldiers killed,"" Al Ahram, March 5, 2021.",START Primary Collection,0,0,0,0,,,03/04/2021
202103060018,2021,3,6,,0,,182,Somalia,11,Sub-Saharan Africa,Bakool,Wajid,3.810951,43.246505,1,0,,"03/06/2021: A suicide bomber detonated outside a restaurant in Wajid, Bakool, Somalia. In addition to the assailant, at least two people were killed and four people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/Café,Unknown,Restaurant,182.0,Somalia,4.0,Military,39.0,Paramilitary,Unknown,Soldiers,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,1,-99,0,,,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,3.0,0.0,1.0,4.0,0.0,0.0,0,4.0,Unknown,,,0,,,,,,,,,,,,,,,,,"""Soldier, civilian dead, 4 hurt in Somalia suicide blast,"" Hiiraan Online, March 6, 2021.","""Soldier, civilian dead, four hurt in Somalia blast,"" The Nation Pakistan, March 6, 2021.",,START Primary Collection,0,0,0,0,,7.0,03/06/2021
202103070015,2021,3,7,,0,,182,Somalia,11,Sub-Saharan Africa,Bakool,Wajid,3.810951,43.246505,1,0,,"03/07/2021: An explosive device targeting a police vehicle detonated in Wajid, Bakool, Somalia. At least three police officers were killed and at least one other officer was injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Somali Police Force (SPF),Police Vehicle,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A remote-controlled landmine was used in the attack.,3.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Police Vehicle Destroyed,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Remote-controlled bomb kills Somali regional police officers,"" Hiiraan, March 7, 2021.","""Three soldiers killed in landmine attack in southwestern Somalia,"" Hiiraan Online, March 7, 2021.",,START Primary Collection,0,0,0,0,,4.0,03/07/2021
202103090011,2021,3,9,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,,"03/09/2021: Assailants fired mortars at the Halane base camp, which houses multiple diplomatic offices and the African Union Mission in Somalia (AMISOM) headquarters, near the Aden Adde International Airport in Mogadishu, Banaadir, Somalia. At least two AMISOM soldiers and an unknown number of civilians were injured in the attack. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations (UN),Halane Camp,422.0,International,4.0,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,African Union Mission in Somalia (AMISOM),Halane Camp,422.0,International,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,Al-Shabaab,,,,,,"The specific motive is unknown; however, sources noted that the targeted compound was to host the negotiations regarding the delayed electoral process later that day.",0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Six mortars were used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,African Union Mission in Somalia headquarters Damaged,0,,,,,,,,,,,,,,,,,"""Somalia launches probe into airport mortar attack,"" Xinhua General News Service, March 10, 2021.","""Madobe meets with UN envoy hours after Al-Shabaab attack on Halane,"" Radio Garowe, March 10, 2021.","""Somalia: UN, African Union offices hit in Mogadishu,"" Hiiraan Online, March 9, 2021.",START Primary Collection,0,1,1,1,,2.0,03/09/2021
